day,L=1|z_min=0.0,L=1|z_min=0.5,L=3|z_min=0.0,L=3|z_min=0.5
2025-01-25,0.0006273168535589099,0.0,9.617905774916499e-05,-0.0005688433930066785
2025-01-26,-0.008403859194696755,0.0,-0.007381768706869203,-0.0001394124622077708
2025-01-27,-0.0036497068007917614,-0.0037894788322078467,-0.003788739743044337,-0.0037894788322078467
2025-01-28,-0.007087790830431941,-0.00014051112057959417,-0.007087790830431941,-0.007087790830431941
2025-01-29,0.0061125499066452555,0.003902312354856786,0.0061125499066452555,0.0061125499066452555
2025-01-30,-0.00013883597049571777,-0.00013883597049571777,0.008886179611661865,0.014492738051757971
2025-01-31,0.0,0.0,-0.00013725348966937023,-0.00013725348966937023
2025-02-01,-0.0061257104421522796,-0.0061257104421522796,-0.0061257104421522796,0.0
2025-02-02,-0.01915372920379173,-0.01915372920379173,-0.01915372920379173,-0.010349682098021111
2025-02-03,0.006925852291364739,0.006925852291364739,0.006925852291364739,0.006790653740205369
2025-02-04,-0.00013519855115937045,-0.00013519855115937045,-0.013813559362096377,-0.013813559362096377
2025-02-05,0.0013145058278016633,0.0013145058278016633,0.0014414810292869484,0.0014414810292869484
2025-02-06,-0.0002961820721585789,-0.0002961820721585789,-0.006274706482392966,-0.0002961820721585789
2025-02-07,-0.004381662416223725,-0.008481378104721533,-0.004246564943219831,-0.004381662416223725
2025-02-08,0.0005813262566597399,0.0013075445547870873,0.0005813262566597399,0.0005813262566597399
2025-02-09,-0.00015388145064312668,-0.00013795468089902176,-0.0003519986866842144,-0.0008260252845233456
2025-02-10,0.003388046510687057,0.0,0.003920449949746259,-0.0001393330949602132
2025-02-11,-0.00013933875860692999,0.0,-0.00013933875860692999,0.0
2025-02-12,0.012752584234011731,0.012752584234011731,0.012752584234011731,0.0
2025-02-13,-0.00013972130708659838,-0.00013972130708659838,-0.00013972130708659838,0.0
2025-02-14,0.005005315637311481,0.005005315637311481,0.003208913038245617,0.0
2025-02-15,-0.00014937299084345098,-0.00014937299084345098,-0.00014937299084345098,0.0
2025-02-16,-0.005628251886825981,0.0,-0.005628251886825981,0.0
2025-02-17,0.005605075158287377,-0.0015975884360134595,0.005605075158287377,0.0
2025-02-18,-0.0008162058972004555,-0.00016314348799749453,-0.0008162058972004555,-0.0008162058972004555
2025-02-19,0.005277071984857226,0.006561761353478154,0.005277071984857226,0.004158200343393012
2025-02-20,-0.00016685244243781901,-0.00016685244243781901,-0.00016685244243781901,-0.00016685244243781901
2025-02-21,0.0,0.0,0.0,0.0
2025-02-22,0.008874263356652432,0.008874263356652432,0.0,0.0
2025-02-23,-0.00017365219710073826,-0.00017365219710073826,-0.0014703088542282969,0.0
2025-02-24,-0.020578342245343075,0.0,-0.02041572365029373,-0.020578342245343075
2025-02-25,-0.008301569613380282,-0.008303023522103723,-0.008301569613380282,-0.008301569613380282
2025-02-26,-0.020103528079840314,-0.01780179848841996,-0.020103528079840314,-0.020103528079840314
2025-02-27,-0.001274221817024155,-0.001414907432287443,-0.001274221817024155,-0.001274221817024155
2025-02-28,-0.010346525549610389,-0.000140877182494541,-0.005874055933239744,-0.005874055933239744
2025-03-01,0.0018314511231544853,-0.0032397107160890564,0.001961462875977436,0.001961462875977436
2025-03-02,0.046689082578145046,-0.00013835541327715005,0.046689082578145046,0.046689082578145046
2025-03-03,-0.00013831543110252246,0.0,-0.00013831543110252246,-0.00013831543110252246
2025-03-04,0.00297443372691082,0.00297443372691082,0.002733890245434655,0.002733890245434655
2025-03-05,-0.00010876077268089928,-0.00010876077268089928,0.0073991043973268755,-0.00010876077268089928
2025-03-06,0.0,0.0,-0.003037735421913178,-0.0030389397017765484
2025-03-07,-0.007279609686363171,0.0,-9.371745123281458e-05,-9.371745123281458e-05
2025-03-08,0.002564481692119767,0.002472425785747439,-0.0016202440596291999,0.0
2025-03-09,-0.014702212505121612,-9.220295392259187e-05,-0.014611419109094255,-0.014702212505121612
2025-03-10,-0.011844507457059008,-0.01184428890277306,-0.011844507457059008,-0.011844507457059008
2025-03-11,0.009330029985861946,0.009330029985861946,0.009330029985861946,0.009330029985861946
2025-03-12,-8.680653665858507e-05,-8.680653665858507e-05,9.39213186207325e-05,9.39213186207325e-05
2025-03-13,0.0,0.0,-0.0048523793037832455,-0.0048523793037832455
2025-03-14,0.006307579897547298,0.0073719126992510126,-8.341441478566255e-05,-8.341441478566255e-05
2025-03-15,-8.499927065243889e-05,-8.499927065243889e-05,0.0,0.0
2025-03-16,0.0,0.0,0.0,0.0
2025-03-17,0.0038834263849028684,0.00350006197446717,0.0,0.0
2025-03-18,-8.375750443020746e-05,-8.375750443020746e-05,0.0,0.0
2025-03-19,0.010342387434349065,0.010342387434349065,0.010342387434349065,0.0
2025-03-20,-8.338298819660166e-05,-8.338298819660166e-05,-8.338298819660166e-05,0.0
2025-03-21,-0.001174600812512884,-0.001174600812512884,0.0,0.0
2025-03-22,0.0014311486530637514,-8.061064481043668e-05,0.0,0.0
2025-03-23,0.005211757909396713,0.0,0.003893347875870431,0.00529214363165735
2025-03-24,-8.060827291596507e-05,0.0,-8.060827291596507e-05,-8.060827291596507e-05
2025-03-25,0.0,0.0,0.0,0.0
2025-03-26,-0.005848023111826738,0.0,0.0,0.0
2025-03-27,-2.916217444151259e-05,-0.0007348917572961272,0.0,0.0
2025-03-28,-8.439224602276881e-05,-8.439224602276881e-05,-0.009383876652912015,0.0
2025-03-29,-0.0063302167341872575,-0.0063302167341872575,-0.006243395187954319,-0.0063302167341872575
2025-03-30,-0.0015207197033841712,-0.0015207197033841712,-0.0015207197033841712,-0.0015207197033841712
2025-03-31,0.0010549117163331848,-8.554309976777083e-05,0.0010549117163331848,0.0010549117163331848
2025-04-01,-8.502032165381038e-05,0.0,0.009674529988682151,-8.502032165381038e-05
2025-04-02,0.0,0.0,-0.00010101393821917029,0.0
2025-04-03,0.002998232813280516,0.002998232813280516,0.0,0.0
2025-04-04,-0.00012058191397669439,-0.00012058191397669439,0.0,0.0
2025-04-05,0.0,0.0,-0.001682205169570956,0.0
2025-04-06,-0.01874901588283118,0.0,-0.00011982336153453097,0.0
2025-04-07,-0.00133414295631043,-0.0013346644437433758,-0.0013346644437433758,-0.0013346644437433758
2025-04-08,-0.014882560182001911,-0.00012203952505518794,-0.012567643057820342,-0.012567643057820342
2025-04-09,0.032244185511216,0.03223903577251852,0.03235401115927575,0.03235401115927575
2025-04-10,-0.00012012512545471823,-0.00012012512545471823,-0.00012012512545471823,-0.00012012512545471823
2025-04-11,0.009471834304164792,0.009471834304164792,0.007150118253222517,0.0
2025-04-12,-9.914823755257384e-05,-9.914823755257384e-05,-9.914823755257384e-05,0.0
2025-04-13,0.0,0.0,0.0,0.0
2025-04-14,0.0029337306065747564,0.0022011175238171644,0.0,0.0
2025-04-15,-9.307140376929627e-05,-9.307140376929627e-05,0.0,0.0
2025-04-16,-0.00041205969906586194,0.0,-0.00041205969906586194,0.0
2025-04-17,-9.332288832550223e-05,0.0,-9.332288832550223e-05,0.0
2025-04-18,0.0,0.0,0.0,0.0
2025-04-19,0.0017091055172200242,0.0,0.0,0.0
2025-04-20,-9.8450465970232e-05,0.0,0.0,0.0
2025-04-21,-0.0013679404903736664,0.0,0.0,0.0
2025-04-22,-9.822109639156645e-05,0.0,0.0,0.0
2025-04-23,0.0,0.0,0.0,0.0
2025-04-24,0.0,0.0,0.0,0.0
2025-04-25,0.001784795472602439,0.0,0.0,0.0
2025-04-26,-8.996506078079721e-05,0.0,0.0,0.0
2025-04-27,0.0,0.0,0.0,0.0
2025-04-28,0.0020881746703864112,0.0,0.0030701848520444377,0.0
2025-04-29,-9.284870878267756e-05,0.0,-9.284870878267756e-05,0.0
2025-04-30,-0.0002630634982238182,0.0,-0.0002630634982238182,0.0
2025-05-01,-9.264532265527598e-05,0.0,-9.264532265527598e-05,0.0
2025-05-02,0.0,0.0,0.0,0.0
2025-05-03,0.0,0.0,0.0,0.0
2025-05-04,-0.004060718003446688,0.0,0.0,0.0
2025-05-05,0.0012636287337097298,0.001095571356400274,0.001095571356400274,0.001095571356400274
2025-05-06,-9.608605875221132e-05,-9.608605875221132e-05,0.006059787896899621,-9.608605875221132e-05
2025-05-07,0.0,0.0,-0.00010979062340962015,0.0
2025-05-08,0.0,0.0,0.0,0.0
2025-05-09,0.0,0.0,0.0,0.0
2025-05-10,0.004759225544075301,0.0,0.0,0.0
2025-05-11,-0.00011002687065126994,0.0,0.0,0.0
2025-05-12,-0.00292088863902838,-0.0022389267915984197,0.0,0.0
2025-05-13,0.011726136143768646,-0.000107710566352521,0.0033693343012030402,0.0
2025-05-14,-0.00010844358549937143,0.0,-0.0016682556179238414,0.0
2025-05-15,-0.002961942596917731,-0.006455903998366321,0.0006393321474629619,0.0
2025-05-16,-0.0014252320011153773,-0.00010743687509850865,-0.00010743687509850865,0.0
2025-05-17,-0.0037472122371867765,0.0,-0.0037463502823501665,-0.006521438359338056
2025-05-18,0.005425682706895448,0.0,0.005425682706895448,0.0024088960757284073
2025-05-19,-0.00010533729345688829,0.0,0.002987672982583712,-0.00010533729345688829
2025-05-20,0.0029996862531169502,0.0,-0.00010425821390117343,0.0
2025-05-21,-0.00010476886744596907,0.0,0.0,0.0
2025-05-22,0.0,0.0,0.0,0.0
2025-05-23,0.0,0.0,0.0,0.0
2025-05-24,0.0006348148832372039,0.0006348148832372039,0.0009882933704214994,0.0
2025-05-25,-0.00011542877821541029,-0.00011542877821541029,0.002551740083441421,0.0
2025-05-26,0.0,0.0,0.0011495336152458594,0.0010403111818994332
2025-05-27,0.0,0.0,-0.00010929161078732479,-0.00010929161078732479
2025-05-28,-0.0030886949743253807,0.0,0.0,0.0
2025-05-29,-0.00563617575603533,0.0,-0.005746310472907022,0.0
2025-05-30,-0.007525461243142328,-0.004308367433368353,-0.004197919020953313,-0.004308367433368353
2025-05-31,0.0005952061631386674,0.0004858805646556382,0.0004858805646556382,0.0004858805646556382
2025-06-01,0.0009998206600056563,-0.00010932559848302921,0.0018752879280872455,0.0018752879280872455
2025-06-02,-0.00010723937430543582,0.0,0.0038953446872176545,0.007120617422018937
2025-06-03,-0.0013924463162378932,0.0,-0.00010759930358460479,-0.00010759930358460479
2025-06-04,-0.000270099806306954,0.0,0.0,0.0
2025-06-05,-0.008356768200084016,0.0,-0.008356768200084016,0.0
2025-06-06,0.007107772112736188,0.007107765158204453,0.007107772112736188,0.007107765158204453
2025-06-07,-0.00010818176681439182,-0.00010818176681439182,0.0059326537027555235,0.0071514237974008125
2025-06-08,0.0,0.0,-0.000897172780101254,-0.002380379711048217
2025-06-09,0.023712164185334488,0.0,-0.00015306916839807734,-0.00015306916839807734
2025-06-10,-0.0001721619268694587,0.0,0.0,0.0
2025-06-11,-0.006065851629211107,0.0,0.0,0.0
2025-06-12,-0.015361922991503702,-0.011460293662925999,0.0,0.0
2025-06-13,-0.0040942025081319704,-0.004257567640957985,-0.004257688357935573,0.0014471914968257923
2025-06-14,-0.007508422924556336,-0.007508422924556336,-0.004924684620240793,-0.005080663569742852
2025-06-15,0.0014021894981524933,0.002491475103916728,0.0015576474024054216,0.0015576474024054216
2025-06-16,0.004291556570222055,-0.0001554579042529282,0.0019446987404037738,-0.0007130748979203626
2025-06-17,-0.005661877142659799,0.0,-0.006835777556211408,-0.00015563836414330114
2025-06-18,0.0015464901071996077,0.001032818496503413,0.0017040793279552722,0.0
2025-06-19,-0.00015758922075566443,-0.00015758922075566443,-0.0007144894304166711,0.0
2025-06-20,-0.011779540974113007,0.0,-0.011623436524468754,-0.005348300053808128
2025-06-21,-0.011796787733224233,-0.0119546844238792,-0.011796787733224233,-0.01194846624018278
2025-06-22,-0.00891176995638151,-0.00891176995638151,-0.00891176995638151,-0.00891176995638151
2025-06-23,0.026337188158799398,0.026337188158799398,0.026337188158799398,0.026337188158799398
2025-06-24,-0.00016708750208451,-0.00016708750208451,0.006227037642131584,-0.00016708750208451
2025-06-25,0.0,0.0,-0.00016615072166270824,0.0
2025-06-26,-0.0005989725870778226,0.0,0.0,0.0
2025-06-27,0.0005613278469529363,0.0,0.0009615874827091381,0.0
2025-06-28,0.0006077851831866248,0.0,0.0018777571922761038,0.0
2025-06-29,0.003662529819340261,0.0,0.006608553643795723,0.0
2025-06-30,-0.00014961217823962621,0.0,-0.00014961217823962621,0.0
2025-07-01,-0.008704457396302127,-0.005191663797048612,-0.005191663797048612,0.0
2025-07-02,0.01836717705616658,0.018219455021433243,0.018219455021433243,0.010961320724774775
2025-07-03,-0.00014893106070002616,-0.00014893106070002616,0.002317241670198617,-0.00014893106070002616
2025-07-04,0.0,0.0,-0.00014678501220597137,0.0
2025-07-05,0.0008143186185129519,0.0008143186185129519,0.0,0.0
2025-07-06,0.0056425317950083076,-0.00014886236423960951,0.005494098588657102,0.0
2025-07-07,-0.000148647785295408,0.0,-0.0036876246107112793,0.0
2025-07-08,0.006264641815881681,0.0021168740952878344,0.006412511782166593,0.0
2025-07-09,-0.0001487548234246407,-0.0001487548234246407,0.008575813512332074,0.0
2025-07-10,0.0,0.0,-0.00016441163004636498,0.0
2025-07-11,0.0,0.0,0.0,0.0
2025-07-12,-0.002175559020242952,0.0,0.0,0.0
2025-07-13,0.004308725839297918,0.0,0.0,0.0
2025-07-14,-0.00015331955264929337,0.0,0.005212290206590991,0.0
2025-07-15,0.0,0.0,0.015951906960545426,0.0
2025-07-16,0.0025198916258939758,0.0025198916258939758,0.002365597944772733,0.0
2025-07-17,-0.00015416720864161248,-0.00015416720864161248,0.001815856625608699,0.0
2025-07-18,0.0,0.0,-0.004176611093249464,-0.00432205492266732
2025-07-19,-0.0005270536613460771,-0.0005270536613460771,-0.0003760084057945919,-0.00015109383649331395
2025-07-20,-0.002138665789143995,-0.00015106954602239954,-0.002138665789143995,-0.0022897353351663944
2025-07-21,0.0002732804741024882,0.0,0.0002732804741024882,0.0002732804741024882
2025-07-22,0.003776258407327344,0.0,0.00974099770682878,-0.0001674244890652644
2025-07-23,-0.015890273367423328,0.0,-0.00017405792372576038,0.0
2025-07-24,0.004119512551560021,0.004119505888586724,0.01031814412443325,0.01031814412443325
2025-07-25,-0.003156222536436038,-0.00019655293503222137,0.0021316007651028357,0.0021316007651028357
2025-07-26,0.0012922734079341036,0.0008999830847038421,0.0012922734079341036,0.000711797445539177
2025-07-27,0.016291427441276197,-0.00018948462650495375,0.005819812641940787,0.006008424681204111
2025-07-28,-0.0001890483328841392,0.0,-0.0001890483328841392,-0.0001890483328841392
2025-07-29,-0.0008780166992285699,-0.0008780166992285699,-0.0008780166992285699,0.0
2025-07-30,0.0007042350502554356,-0.0001877846362812351,0.0007042350502554356,0.0
2025-07-31,-0.01152092265697849,0.0,-0.01152092265697849,-0.011706014696945244
2025-08-01,-0.020694831654960208,-0.02088898185371738,-0.020694831654960208,-0.020694831654960208
2025-08-02,-0.008426240328770719,-0.008426240328770719,-0.008426240328770719,-0.008426240328770719
2025-08-03,0.010425998231811208,0.013923631197281176,0.010425998231811208,0.010425998231811208
2025-08-04,-0.00018767859038532368,-0.00018767859038532368,0.0163437181312016,0.0163437181312016
2025-08-05,0.0,0.0,-0.00018300407984938677,-0.00018300407984938677
2025-08-06,0.0057920130040713105,0.0057920130040713105,0.0,0.0
2025-08-07,-0.0001774286121961499,-0.0001774286121961499,0.0,0.0
2025-08-08,0.0,0.0,0.0,0.0
2025-08-09,-0.001144767002873374,-0.001144767002873374,0.0,0.0
2025-08-10,0.011468863415347419,-0.00019096285934162372,0.0,0.0
2025-08-11,-0.0035181394334109495,0.0,0.0,0.0
2025-08-12,0.022827720677560948,0.0,0.0,0.0
2025-08-13,-0.00018633936121526475,0.0,0.0,0.0
2025-08-14,0.0,0.0,0.0,0.0
2025-08-15,-0.007252533272802588,-0.007252533272802588,-0.0038010898686047603,0.0
2025-08-16,-0.0007825577559516639,-0.0007825577559516639,-0.0009435769004063052,-0.0009294469663097137
2025-08-17,0.0022532462477725937,-0.00016101914445464124,0.0022532462477725937,0.0022532462477725937
2025-08-18,-0.004138225052372531,0.0,-0.009068699226813836,-0.014315755348479172
2025-08-19,-0.0170612070748654,-0.017062717433662767,-0.016904258187463668,-0.0170612070748654
2025-08-20,0.014855950670670746,0.014855950670670746,0.014855950670670746,0.014855950670670746
2025-08-21,-0.00015635206951437539,-0.00015635206951437539,-0.007612574887895787,-0.007612574887895787
2025-08-22,0.03274105968750146,0.03274105968750146,0.03288172572075133,0.03288172572075133
2025-08-23,-0.00014403487192510349,-0.00014403487192510349,-0.00014403487192510349,-0.00014403487192510349
2025-08-24,-0.0026600165019251653,-0.005178034577997909,0.0,0.0
2025-08-25,-0.01695124141151116,-0.008890736170813013,0.0,0.0
2025-08-26,0.009797405804166139,0.009679833030208584,0.009679255465763467,0.009679255465763467
2025-08-27,-0.00011872790284778838,-0.00011872790284778838,-0.0035215709165903166,-0.0035215709165903166
2025-08-28,0.0015989920461265896,0.00012054066686690735,0.0017073872971327014,0.0017073872971327014
2025-08-29,-0.009282433235991185,-0.00011012816755722195,-0.00011012816755722195,-0.00011012816755722195
2025-08-30,0.0008177217267909735,0.0008164168689242003,0.0008164168689242003,0.0008164168689242003
2025-08-31,0.0010018179645005553,-0.0001110006493646715,-0.00016750447431820043,-0.00016750447431820043
2025-09-01,-0.0013143196434132272,0.0,-0.0012035802336796543,-0.0012035802336796543
2025-09-02,0.000621172933520127,0.000621172933520127,0.000621172933520127,-0.00011244147102654419
2025-09-03,0.008213382383754726,-0.00011305488995051539,0.008213382383754726,0.0
2025-09-04,-0.00011514762166698181,0.0,-0.009940722018157861,0.0
2025-09-05,0.00010999920890545857,0.00010999920890545857,0.0006940437270430031,0.0
2025-09-06,-0.001833984932388948,-0.00011588018154655757,-0.0019477208727959442,0.0
2025-09-07,0.0023280845418508648,0.0,0.0023280845418508648,0.002210060119164746
2025-09-08,-0.0001181856842299825,0.0,-0.00015159156125009305,-0.0001181856842299825
2025-09-09,0.0001243803880456411,0.0,0.00024457646154261834,0.0
2025-09-10,0.004421800900598825,0.0,0.002678595112923832,0.0
2025-09-11,-0.00012035855141738319,0.0,0.007895860373533832,0.0
2025-09-12,0.0,0.0,-0.0001270586897739667,0.0
2025-09-13,0.0,0.0,0.0,0.0
2025-09-14,-0.003307250042323857,0.0,0.0,0.0
2025-09-15,-0.0027992066642907767,-0.005912439166039342,5.2330887761546305e-05,0.0
2025-09-16,0.0012081795559261072,-0.0016356721962992728,0.0010774877106785332,-0.0017660977668155818
2025-09-17,0.0063558828579588535,-0.00013069184524757395,0.0063558828579588535,0.006486574703206428
2025-09-18,0.0014985969544125122,0.0,-0.0002723882250188692,-0.0001321795142562931
2025-09-19,-0.00959162479081419,0.0,-0.00931399769504453,0.0
2025-09-20,0.00042086055472468134,0.0004187164931237713,0.00042086055472468134,1.90013105868853e-05
2025-09-21,-0.002974174950038366,-0.0001458127699341237,-0.002974174950038366,-0.004286036375453839
2025-09-22,-0.019483114166930063,0.0,-0.019483114166930063,-0.019680748277780703
2025-09-23,-0.0035912241569533133,-0.003791280923551652,-0.0035912241569533133,-0.0035912241569533133
2025-09-24,0.0024040349929043817,-0.00020038776679403902,0.0024040349929043817,0.0024040349929043817
2025-09-25,-0.04070171683348726,0.0,-0.031837940204859985,-0.031837940204859985
2025-09-26,0.013872317631922674,0.013870476134397888,0.014112854842427575,0.014112854842427575
2025-09-27,-0.0002442202055544729,-0.0002442202055544729,-0.0009667815205798025,-0.0009667815205798025
2025-09-28,0.013907438799879462,0.0,0.014113317147674002,0.014113317147674002
2025-09-29,-0.00021165397759993608,0.0,-0.00021165397759993608,-0.00021165397759993608
2025-09-30,0.0,0.0,0.0,0.0
2025-10-01,0.021925984055715178,0.024204816792855247,0.0,0.0
2025-10-02,-0.0001991228727626121,-0.0001991228727626121,0.0,0.0
2025-10-03,0.0,0.0,0.0,0.0
2025-10-04,0.0,0.0,0.0,0.0
2025-10-05,0.003124910331955677,0.0,0.0,0.0
2025-10-06,0.01697564361345778,0.0,0.01697564361345778,0.0
2025-10-07,-0.00018344376559986978,0.0,-0.00018344376559986978,0.0
2025-10-08,0.007324614189730428,0.007324614189730428,0.007324614189730428,0.0
2025-10-09,-0.00018004595365252475,-0.00018004595365252475,-0.01018050278491363,0.0
2025-10-10,-0.04159433735042151,-0.04159433735042151,-0.04142721203282874,-0.04159433735042151
2025-10-11,-0.008002249126750516,-0.008002249126750516,-0.008002249126750516,-0.008002249126750516
2025-10-12,0.02374819850618765,0.02374819850618765,0.02374819850618765,0.02374819850618765
2025-10-13,-0.00012909821171662876,-0.00012909821171662876,0.0037665832145347797,0.0037665832145347797
2025-10-14,0.0,0.0,-0.00012841892095561197,-0.00012841892095561197
2025-10-15,-0.007819943519917652,-0.007819943519917652,0.0,0.0
2025-10-16,-0.006530345183428289,-0.006530345183428289,-0.006642530176191136,-0.006642530176191136
2025-10-17,-0.004518829643790646,-0.004518829643790646,-0.004518829643790646,-0.004518829643790646
2025-10-18,0.0030482952699370396,0.0018647771481377813,0.0030482952699370396,0.0030482952699370396
2025-10-19,-0.00011141801760064984,-0.00011141801760064984,0.005249589147638328,0.0037051406789111135
2025-10-20,0.0,0.0,-0.00011158187214900104,-0.00011158187214900104
2025-10-21,-0.007524376707664824,0.0,0.0,0.0
2025-10-22,-0.0035073624138095955,-0.003509848218221432,-0.005014865593512917,0.0
2025-10-23,0.005095016156727742,-0.0001128513117887153,0.004983075942654305,0.003632998620387464
2025-10-24,-0.00011194021407343624,0.0,0.003989523660363098,-0.00011194021407343624
2025-10-25,0.0,0.0,-0.00011180109346118068,0.0
2025-10-26,0.0,0.0,0.0,0.0
2025-10-27,0.0,0.0,0.0,0.0
2025-10-28,-0.006656994223849063,0.0,0.0,0.0
2025-10-29,-0.00649224747256481,-0.006607833150275374,0.0,0.0
2025-10-30,-0.005856706122646688,-0.005856706122646688,-0.005971106407516573,-0.005971106407516573
2025-10-31,0.0034365920016645596,0.0034365920016645596,0.0034365920016645596,0.0034365920016645596
2025-11-01,-0.00011903424751453919,-0.00011903424751453919,0.001593992023804525,0.001593992023804525
2025-11-02,0.0,0.0,0.0023532425203475127,-0.00012012585369747242
2025-11-03,0.0,0.0,-0.000120025696260074,0.0
2025-11-04,-0.020530603827023552,-0.020530603827023552,-0.020530603827023552,-0.020530603827023552
2025-11-05,0.00945167321005866,0.00945167321005866,0.00945167321005866,0.00945167321005866
2025-11-06,-0.00011588718651093766,-0.00011588718651093766,-0.007824144483620787,-0.007824144483620787
2025-11-07,0.0074658631495531985,0.0074658631495531985,0.007572643611697138,0.007572643611697138
2025-11-08,-0.00010865613670546097,-0.00010865613670546097,-0.00010865613670546097,-0.00010865613670546097
2025-11-09,0.011839874026572097,0.0,0.007179480912857514,0.0
2025-11-10,-0.00012504966368217114,0.0,-0.00012504966368217114,0.0
2025-11-11,-0.014760808217540783,0.0,0.0,0.0
2025-11-12,-0.0026836338200132903,-0.00268431620936028,0.0,0.0
2025-11-13,-0.006796987999883337,-0.006796987999883337,-0.012726155883609744,-0.012726155883609744
2025-11-14,-0.015538395725772534,-0.015538395725772534,-0.015402837279771035,-0.015402837279771035
2025-11-15,0.0048100676919104555,0.0048100676919104555,0.0048100676919104555,0.0048100676919104555
2025-11-16,-0.00013679014778712571,-0.00013679014778712571,-0.006183954277266623,-0.006183954277266623
2025-11-17,-0.007208174596792729,-0.0073900149816808645,-0.0070768611335910005,-0.0073900149816808645
2025-11-18,0.006328557863093933,0.0026183851440750843,0.006328557863093933,-0.00013169303869234954
2025-11-19,-0.00013316448179307282,-0.00013316448179307282,-0.005237711937128832,0.0
2025-11-20,-0.019478381851227987,-0.019478381851227987,-0.01947970342149829,-0.017902333203836565
2025-11-21,-0.006843487099411295,-0.006843487099411295,-0.006843487099411295,-0.0069746536185113775
2025-11-22,-0.0005455863922964098,-0.0016597322231699284,-0.0005455863922964098,-0.0005455863922964098
2025-11-23,0.007807049074089306,-0.0001257243394602014,0.005776345093227905,0.005776345093227905
2025-11-24,-0.00012703758863771516,0.0,-0.00012703758863771516,-0.00012703758863771516
2025-11-25,0.0,0.0,0.0,0.0
2025-11-26,0.011096338577650675,0.0,0.0,0.0
2025-11-27,-0.00012620163810368273,0.0,0.0,0.0
2025-11-28,0.0,0.0,0.0,0.0
2025-11-29,-0.00041238992145279437,0.0,0.0,0.0
2025-11-30,-8.217123217144626e-05,0.0,0.0,0.0
2025-12-01,-0.014355381601707016,0.0,-0.014231110775889295,0.0
2025-12-02,0.01994992099162094,0.0199494809547731,0.01994992099162094,0.0199494809547731
2025-12-03,-0.00012515477583705176,-0.00012515477583705176,-0.00012515477583705176,-0.00012515477583705176
2025-12-04,0.0,0.0,0.0,0.0
2025-12-05,-0.01005076672473614,-0.009164012182052086,0.0,0.0
2025-12-06,0.0006399829277746652,0.0005203570263302644,-0.000445792318039834,0.0
2025-12-07,-0.00012200551718423658,-0.00012200551718423658,0.0029109581466280625,0.0029106532585741396
2025-12-08,0.0,0.0,0.003662136547044665,-0.00012231040523815956
2025-12-09,0.0,0.0,-0.00012229346728688474,0.0
2025-12-10,0.0,0.0,0.0,0.0
2025-12-11,0.0015292775223451345,0.0,0.0,0.0
2025-12-12,-0.014773215144081605,-0.014650010065488089,0.0,0.0
2025-12-13,0.0013072019873820058,0.0013072019873820058,0.001304111045027375,0.0029071755346825046
2025-12-14,-0.00012636827966313574,-0.00012636827966313574,-0.006371371681025193,-0.005321195068684815
2025-12-15,-0.008503566625412608,-0.00645420584307497,-0.00837534050724837,-0.008502991241483602
2025-12-16,0.0025229174839339324,0.002394247036243787,0.0025229174839339324,0.005178304743143834
2025-12-17,-0.00012867044769014556,-0.00012867044769014556,-0.00996722573496552,-0.014200265892903807
2025-12-18,-0.0017898250061976243,-0.0017898250061976243,-0.0016617740537048602,-0.0005391989222663056
2025-12-19,0.009630155793430857,-0.0001290422454379877,0.01688035658590531,-0.0001290422454379877
2025-12-20,-0.00012789162428534682,0.0,-0.00012789162428534682,0.0
2025-12-21,0.0,0.0,0.0,0.0
2025-12-22,0.0,0.0,0.0,0.0
2025-12-23,0.0,0.0,0.0,0.0
2025-12-24,-0.0008830855623182649,0.0,0.0,0.0
2025-12-25,-0.005371759118928874,0.0,-0.0036736213250717444,0.0
2025-12-26,0.0015736427995155413,0.0,0.0017091475563502723,0.0
2025-12-27,-0.00014200438426273198,0.0,-0.00014200438426273198,0.0
2025-12-28,0.0,0.0,0.0,0.0
2025-12-29,0.0,0.0,0.0,0.0
2025-12-30,0.004858668856895632,0.0,0.0,0.0
2025-12-31,-0.00014157295878693973,0.0,0.0,0.0
2026-01-01,0.005849343004883268,0.0,0.0,0.0
2026-01-02,-0.00018016494692390836,0.0,0.0,0.0
2026-01-03,0.0,0.0,0.0,0.0
2026-01-04,0.0,0.0,0.0,0.0
2026-01-05,0.0,0.0,0.0,0.0
2026-01-06,0.0,0.0,0.0,0.0
2026-01-07,0.0,0.0,0.0,0.0
2026-01-08,-0.006466114990278055,-0.006466114990278055,0.0,0.0
2026-01-09,-0.003304818160950054,-0.00021797815914287555,-0.003049713892172183,-0.0027946096233943123
2026-01-10,-0.0008343942211707544,0.0,-0.0006297413252862251,-0.0008343942211707544
2026-01-11,-0.00020465289588452929,0.0,0.006194923151761288,-0.00020465289588452929
2026-01-12,0.0,0.0,-0.00022091916661321398,0.0
2026-01-13,0.04193309208172659,0.0,0.0,0.0
2026-01-14,-0.00022651044424267574,0.0,0.0,0.0
2026-01-15,0.0,0.0,0.0,0.0
2026-01-16,-0.002194744385039005,-0.0006438252357704697,0.0,0.0
2026-01-17,0.001879475578033182,-0.00020815229094384735,0.001879475578033182,0.0
2026-01-18,-0.00935548589936028,0.0,-0.006902942235833353,0.0
2026-01-19,-0.011428253671452872,-0.006407578783346577,-0.011203857573994891,0.0
